1662 1615 1573 1483 1625 1569 1686 1606 1676 1649 1613 1650 1610 1641 1647 1657 1602 1632 1467 1679

41

85 91 96 107 90 96 83 92 84 87 91 87 92 88 87 86 93 89 108 84

53 18 14 15

9527

0	0	0	515	0	0	265	391	195	429	429	296	482	165	375	63	445	114	54	241
101	0	0	616	44	0	366	492	296	530	530	397	583	266	476	164	546	215	155	342
149	48	0	664	92	0	414	540	344	578	578	445	631	314	524	212	594	263	203	390
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	0	0	572	0	0	322	448	252	486	486	353	539	222	432	120	502	171	111	298
155	54	6	670	98	0	420	546	350	584	584	451	637	320	530	218	600	269	209	396
0	0	0	250	0	0	0	126	0	164	164	31	217	0	110	0	180	0	0	0
0	0	0	124	0	0	0	0	0	38	38	0	91	0	0	0	54	0	0	0
0	0	0	320	0	0	70	196	0	234	234	101	287	0	180	0	250	0	0	46
0	0	0	86	0	0	0	0	0	0	0	0	53	0	0	0	16	0	0	0
0	0	0	86	0	0	0	0	0	0	0	0	53	0	0	0	16	0	0	0
0	0	0	219	0	0	0	95	0	133	133	0	186	0	79	0	149	0	0	0
0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	350	0	0	100	226	30	264	264	131	317	0	210	0	280	0	0	76
0	0	0	140	0	0	0	16	0	54	54	0	107	0	0	0	70	0	0	0
0	0	0	452	0	0	202	328	132	366	366	233	419	102	312	0	382	51	0	178
0	0	0	70	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0
0	0	0	401	0	0	151	277	81	315	315	182	368	51	261	0	331	0	0	127
0	0	0	461	0	0	211	337	141	375	375	242	428	111	321	9	391	60	0	187
0	0	0	274	0	0	24	150	0	188	188	55	241	0	134	0	204	0	0	0

0	101	149	0	57	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	48	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
515	616	664	0	572	670	250	124	320	86	86	219	33	350	140	452	70	401	461	274
0	44	92	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265	366	414	0	322	420	0	0	70	0	0	0	0	100	0	202	0	151	211	24
391	492	540	0	448	546	126	0	196	0	0	95	0	226	16	328	0	277	337	150
195	296	344	0	252	350	0	0	0	0	0	0	0	30	0	132	0	81	141	0
429	530	578	0	486	584	164	38	234	0	0	133	0	264	54	366	0	315	375	188
429	530	578	0	486	584	164	38	234	0	0	133	0	264	54	366	0	315	375	188
296	397	445	0	353	451	31	0	101	0	0	0	0	131	0	233	0	182	242	55
482	583	631	0	539	637	217	91	287	53	53	186	0	317	107	419	37	368	428	241
165	266	314	0	222	320	0	0	0	0	0	0	0	0	0	102	0	51	111	0
375	476	524	0	432	530	110	0	180	0	0	79	0	210	0	312	0	261	321	134
63	164	212	0	120	218	0	0	0	0	0	0	0	0	0	0	0	0	9	0
445	546	594	0	502	600	180	54	250	16	16	149	0	280	70	382	0	331	391	204
114	215	263	0	171	269	0	0	0	0	0	0	0	0	0	51	0	0	60	0
54	155	203	0	111	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241	342	390	0	298	396	0	0	46	0	0	0	0	76	0	178	0	127	187	0

0	40	100	0	0	70	0	190	0	40	140	188	40	0	90	20	190	0	320	70
0	0	60	0	0	30	0	150	0	0	100	148	0	0	50	0	150	0	280	30
0	0	0	0	0	0	0	90	0	0	40	88	0	0	0	0	90	0	220	0
60	100	160	0	30	130	30	250	0	100	200	248	100	0	150	80	250	50	380	130
30	70	130	0	0	100	0	220	0	70	170	218	70	0	120	50	220	20	350	100
0	0	30	0	0	0	0	120	0	0	70	118	0	0	20	0	120	0	250	0
30	70	130	0	0	100	0	220	0	70	170	218	70	0	120	50	220	20	350	100
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
60	100	160	0	30	130	30	250	0	100	200	248	100	0	150	80	250	50	380	130
0	0	60	0	0	30	0	150	0	0	100	148	0	0	50	0	150	0	280	30
0	0	0	0	0	0	0	50	0	0	0	48	0	0	0	0	50	0	180	0
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	132	0
0	0	60	0	0	30	0	150	0	0	100	148	0	0	50	0	150	0	280	30
85	125	185	25	55	155	55	275	25	125	225	273	125	0	175	105	275	75	405	155
0	0	10	0	0	0	0	100	0	0	50	98	0	0	0	0	100	0	230	0
0	20	80	0	0	50	0	170	0	20	120	168	20	0	70	0	170	0	300	50
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
10	50	110	0	0	80	0	200	0	50	150	198	50	0	100	30	200	0	330	80
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	30	0	0	0	0	120	0	0	70	118	0	0	20	0	120	0	250	0

0	0	0	60	30	0	30	0	60	0	0	0	0	85	0	0	0	10	0	0
40	0	0	100	70	0	70	0	100	0	0	0	0	125	0	20	0	50	0	0
100	60	0	160	130	30	130	0	160	60	0	0	60	185	10	80	0	110	0	30
0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
0	0	0	30	0	0	0	0	30	0	0	0	0	55	0	0	0	0	0	0
70	30	0	130	100	0	100	0	130	30	0	0	30	155	0	50	0	80	0	0
0	0	0	30	0	0	0	0	30	0	0	0	0	55	0	0	0	0	0	0
190	150	90	250	220	120	220	0	250	150	50	2	150	275	100	170	0	200	0	120
0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
40	0	0	100	70	0	70	0	100	0	0	0	0	125	0	20	0	50	0	0
140	100	40	200	170	70	170	0	200	100	0	0	100	225	50	120	0	150	0	70
188	148	88	248	218	118	218	0	248	148	48	0	148	273	98	168	0	198	0	118
40	0	0	100	70	0	70	0	100	0	0	0	0	125	0	20	0	50	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	50	0	150	120	20	120	0	150	50	0	0	50	175	0	70	0	100	0	20
20	0	0	80	50	0	50	0	80	0	0	0	0	105	0	0	0	30	0	0
190	150	90	250	220	120	220	0	250	150	50	2	150	275	100	170	0	200	0	120
0	0	0	50	20	0	20	0	50	0	0	0	0	75	0	0	0	0	0	0
320	280	220	380	350	250	350	130	380	280	180	132	280	405	230	300	130	330	0	250
70	30	0	130	100	0	100	0	130	30	0	0	30	155	0	50	0	80	0	0
