1792 1748 1638 1712 1746 1764 1559 1602 1769 1754 1709 1786 1658 1755 1795 1737 1775 1795 1751 1747

41

78 84 98 88 84 82 108 103 81 83 89 79 95 83 78 85 80 78 83 84

53 18 14 15

10400

0	43	0	0	53	0	0	226	0	0	0	0	0	0	0	0	0	0	0	51
0	0	0	0	10	0	0	183	0	0	0	0	0	0	0	0	0	0	0	8
341	384	0	97	394	157	0	567	276	77	17	341	0	331	337	59	175	332	217	392
244	287	0	0	297	60	0	470	179	0	0	244	0	234	240	0	78	235	120	295
0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
184	227	0	0	237	0	0	410	119	0	0	184	0	174	180	0	18	175	60	235
546	589	205	302	599	362	0	772	481	282	222	546	147	536	542	264	380	537	422	597
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	108	0	0	118	0	0	291	0	0	0	65	0	55	61	0	0	56	0	116
264	307	0	20	317	80	0	490	199	0	0	264	0	254	260	0	98	255	140	315
324	367	0	80	377	140	0	550	259	60	0	324	0	314	320	42	158	315	200	375
0	43	0	0	53	0	0	226	0	0	0	0	0	0	0	0	0	0	0	51
399	442	58	155	452	215	0	625	334	135	75	399	0	389	395	117	233	390	275	450
10	53	0	0	63	0	0	236	0	0	0	10	0	0	6	0	0	1	0	61
4	47	0	0	57	0	0	230	0	0	0	4	0	0	0	0	0	0	0	55
282	325	0	38	335	98	0	508	217	18	0	282	0	272	278	0	116	273	158	333
166	209	0	0	219	0	0	392	101	0	0	166	0	156	162	0	0	157	42	217
9	52	0	0	62	0	0	235	0	0	0	9	0	0	5	0	0	0	0	60
124	167	0	0	177	0	0	350	59	0	0	124	0	114	120	0	0	115	0	175
0	0	0	0	2	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0

0	0	341	244	0	184	546	0	65	264	324	0	399	10	4	282	166	9	124	0
43	0	384	287	0	227	589	0	108	307	367	43	442	53	47	325	209	52	167	0
0	0	0	0	0	0	205	0	0	0	0	0	58	0	0	0	0	0	0	0
0	0	97	0	0	0	302	0	0	20	80	0	155	0	0	38	0	0	0	0
53	10	394	297	0	237	599	0	118	317	377	53	452	63	57	335	219	62	177	2
0	0	157	60	0	0	362	0	0	80	140	0	215	0	0	98	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226	183	567	470	173	410	772	0	291	490	550	226	625	236	230	508	392	235	350	175
0	0	276	179	0	119	481	0	0	199	259	0	334	0	0	217	101	0	59	0
0	0	77	0	0	0	282	0	0	0	60	0	135	0	0	18	0	0	0	0
0	0	17	0	0	0	222	0	0	0	0	0	75	0	0	0	0	0	0	0
0	0	341	244	0	184	546	0	65	264	324	0	399	10	4	282	166	9	124	0
0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	331	234	0	174	536	0	55	254	314	0	389	0	0	272	156	0	114	0
0	0	337	240	0	180	542	0	61	260	320	0	395	6	0	278	162	5	120	0
0	0	59	0	0	0	264	0	0	0	42	0	117	0	0	0	0	0	0	0
0	0	175	78	0	18	380	0	0	98	158	0	233	0	0	116	0	0	0	0
0	0	332	235	0	175	537	0	56	255	315	0	390	1	0	273	157	0	115	0
0	0	217	120	0	60	422	0	0	140	200	0	275	0	0	158	42	0	0	0
51	8	392	295	0	235	597	0	116	315	375	51	450	61	55	333	217	60	175	0

0	90	250	200	80	100	50	110	90	0	0	30	0	0	0	50	0	0	0	130
0	0	160	110	0	10	0	20	0	0	0	0	0	0	0	0	0	0	0	40
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	10	170	120	0	20	0	30	10	0	0	0	0	0	0	0	0	0	0	50
0	0	150	100	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	30
0	40	200	150	30	50	0	60	40	0	0	0	0	0	0	0	0	0	0	80
0	0	140	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
0	0	160	110	0	10	0	20	0	0	0	0	0	0	0	0	0	0	0	40
0	90	250	200	80	100	50	110	90	0	0	30	0	0	0	50	0	0	0	130
50	140	300	250	130	150	100	160	140	50	0	80	20	0	50	100	0	50	10	180
0	60	220	170	50	70	20	80	60	0	0	0	0	0	0	20	0	0	0	100
30	120	280	230	110	130	80	140	120	30	0	60	0	0	30	80	0	30	0	160
75	165	325	275	155	175	125	185	165	75	25	105	45	0	75	125	25	75	35	205
0	90	250	200	80	100	50	110	90	0	0	30	0	0	0	50	0	0	0	130
0	40	200	150	30	50	0	60	40	0	0	0	0	0	0	0	0	0	0	80
50	140	300	250	130	150	100	160	140	50	0	80	20	0	50	100	0	50	10	180
0	90	250	200	80	100	50	110	90	0	0	30	0	0	0	50	0	0	0	130
40	130	290	240	120	140	90	150	130	40	0	70	10	0	40	90	0	40	0	170
