1747 1740 1721 1733 1694 1769 1079 1706 1718 1731

60

57 58 60 58 62 55 117 61 60 59

8 19 51 22

5208

0	0	0	0	0	5	162	0	0	0
137	0	0	112	0	142	299	124	0	110
139	2	0	114	0	144	301	126	0	112
25	0	0	0	0	30	187	12	0	0
339	202	200	314	0	344	501	326	0	312
0	0	0	0	0	0	157	0	0	0
0	0	0	0	0	0	0	0	0	0
13	0	0	0	0	18	175	0	0	0
364	227	225	339	25	369	526	351	0	337
27	0	0	2	0	32	189	14	0	0

0	137	139	25	339	0	0	13	364	27
0	0	2	0	202	0	0	0	227	0
0	0	0	0	200	0	0	0	225	0
0	112	114	0	314	0	0	0	339	2
0	0	0	0	0	0	0	0	25	0
5	142	144	30	344	0	0	18	369	32
162	299	301	187	501	157	0	175	526	189
0	124	126	12	326	0	0	0	351	14
0	0	0	0	0	0	0	0	0	0
0	110	112	0	312	0	0	0	337	0

0	125	5	175	75	105	775	226	125	75
0	0	0	50	0	0	650	101	0	0
0	120	0	170	70	100	770	221	120	70
0	0	0	0	0	0	600	51	0	0
0	50	0	100	0	30	700	151	50	0
0	20	0	70	0	0	670	121	20	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	549	0	0	0
0	0	0	50	0	0	650	101	0	0
0	50	0	100	0	30	700	151	50	0

0	0	0	0	0	0	0	0	0	0
125	0	120	0	50	20	0	0	0	50
5	0	0	0	0	0	0	0	0	0
175	50	170	0	100	70	0	0	50	100
75	0	70	0	0	0	0	0	0	0
105	0	100	0	30	0	0	0	0	30
775	650	770	600	700	670	0	549	650	700
226	101	221	51	151	121	0	0	101	151
125	0	120	0	50	20	0	0	0	50
75	0	70	0	0	0	0	0	0	0
