1595 1484 1614 1610 1460 1611 1616 1016 1541 1606

60

59 67 58 58 69 58 58 102 63 58

8 19 51 22

4693

0	0	0	129	298	0	0	438	0	0
62	0	0	191	360	0	0	500	0	0
71	9	0	200	369	0	0	509	0	0
0	0	0	0	169	0	0	309	0	0
0	0	0	0	0	0	0	140	0	0
268	206	197	397	566	0	0	706	42	0
352	290	281	481	650	84	0	790	126	4
0	0	0	0	0	0	0	0	0	0
226	164	155	355	524	0	0	664	0	0
348	286	277	477	646	80	0	786	122	0

0	62	71	0	0	268	352	0	226	348
0	0	9	0	0	206	290	0	164	286
0	0	0	0	0	197	281	0	155	277
129	191	200	0	0	397	481	0	355	477
298	360	369	169	0	566	650	0	524	646
0	0	0	0	0	0	84	0	0	80
0	0	0	0	0	0	0	0	0	0
438	500	509	309	140	706	790	0	664	786
0	0	0	0	0	42	126	0	0	122
0	0	0	0	0	0	4	0	0	0

0	0	0	0	100	0	20	385	180	0
220	0	120	160	320	120	240	605	400	170
100	0	0	40	200	0	120	485	280	50
60	0	0	0	160	0	80	445	240	10
0	0	0	0	0	0	0	285	80	0
100	0	0	40	200	0	120	485	280	50
0	0	0	0	80	0	0	365	160	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	205	0	0
50	0	0	0	150	0	70	435	230	0

0	220	100	60	0	100	0	0	0	50
0	0	0	0	0	0	0	0	0	0
0	120	0	0	0	0	0	0	0	0
0	160	40	0	0	40	0	0	0	0
100	320	200	160	0	200	80	0	0	150
0	120	0	0	0	0	0	0	0	0
20	240	120	80	0	120	0	0	0	70
385	605	485	445	285	485	365	0	205	435
180	400	280	240	80	280	160	0	0	230
0	170	50	10	0	50	0	0	0	0
