1508 1610 1584 1590 1495 1514 1482 1551 1479 1189

60

39 35 36 35 40 39 40 37 40 53

8 19 51 22

4702

0	236	23	337	116	373	0	0	285	423
0	0	0	101	0	137	0	0	49	187
0	213	0	314	93	350	0	0	262	400
0	0	0	0	0	36	0	0	0	86
0	120	0	221	0	257	0	0	169	307
0	0	0	0	0	0	0	0	0	50
77	313	100	414	193	450	0	71	362	500
6	242	29	343	122	379	0	0	291	429
0	0	0	52	0	88	0	0	0	138
0	0	0	0	0	0	0	0	0	0

0	0	0	0	0	0	77	6	0	0
236	0	213	0	120	0	313	242	0	0
23	0	0	0	0	0	100	29	0	0
337	101	314	0	221	0	414	343	52	0
116	0	93	0	0	0	193	122	0	0
373	137	350	36	257	0	450	379	88	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	71	0	0	0
285	49	262	0	169	0	362	291	0	0
423	187	400	86	307	50	500	429	138	0

0	0	30	0	140	0	130	110	0	0
0	0	30	0	140	0	130	110	0	0
0	0	0	0	110	0	100	80	0	0
0	0	30	0	140	0	130	110	0	0
0	0	0	0	0	0	0	0	0	0
30	30	60	30	170	0	160	140	0	0
0	0	0	0	10	0	0	0	0	0
0	0	0	0	30	0	20	0	0	0
50	50	80	50	190	20	180	160	0	0
90	90	120	90	230	60	220	200	40	0

0	0	0	0	0	30	0	0	50	90
0	0	0	0	0	30	0	0	50	90
30	30	0	30	0	60	0	0	80	120
0	0	0	0	0	30	0	0	50	90
140	140	110	140	0	170	10	30	190	230
0	0	0	0	0	0	0	0	20	60
130	130	100	130	0	160	0	20	180	220
110	110	80	110	0	140	0	0	160	200
0	0	0	0	0	0	0	0	0	40
0	0	0	0	0	0	0	0	0	0
