1433 1338 1471 1327 1067 1277 1414 1136 1450 1256

60

37 41 36 41 51 43 38 48 36 44

8 19 51 22

4242

0	0	231	0	0	185	100	0	10	0
0	0	231	0	0	185	100	0	10	0
0	0	0	0	0	0	0	0	0	0
270	270	501	0	0	455	370	120	280	177
605	605	836	335	0	790	705	455	615	512
0	0	46	0	0	0	0	0	0	0
0	0	131	0	0	85	0	0	0	0
150	150	381	0	0	335	250	0	160	57
0	0	221	0	0	175	90	0	0	0
93	93	324	0	0	278	193	0	103	0

0	0	0	270	605	0	0	150	0	93
0	0	0	270	605	0	0	150	0	93
231	231	0	501	836	46	131	381	221	324
0	0	0	0	335	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
185	185	0	455	790	0	85	335	175	278
100	100	0	370	705	0	0	250	90	193
0	0	0	120	455	0	0	0	0	0
10	10	0	280	615	0	0	160	0	103
0	0	0	177	512	0	0	57	0	0

0	60	0	0	0	60	0	0	0	0
0	0	0	0	0	0	0	0	0	0
90	150	0	0	10	150	90	0	50	0
90	150	0	0	10	150	90	0	50	0
80	140	0	0	0	140	80	0	40	0
0	0	0	0	0	0	0	0	0	0
0	60	0	0	0	60	0	0	0	0
190	250	100	100	110	250	190	0	150	50
40	100	0	0	0	100	40	0	0	0
140	200	50	50	60	200	140	0	100	0

0	0	90	90	80	0	0	190	40	140
60	0	150	150	140	0	60	250	100	200
0	0	0	0	0	0	0	100	0	50
0	0	0	0	0	0	0	100	0	50
0	0	10	10	0	0	0	110	0	60
60	0	150	150	140	0	60	250	100	200
0	0	90	90	80	0	0	190	40	140
0	0	0	0	0	0	0	0	0	0
0	0	50	50	40	0	0	150	0	100
0	0	0	0	0	0	0	50	0	0
