1215 1436 1092 1463 1284 1252 1336 1469 1368 1362

60

60 49 66 47 57 58 54 47 52 53

8 19 51 22

3743

0	321	0	140	540	0	4	110	219	264
0	0	0	0	219	0	0	0	0	0
210	531	0	350	750	210	214	320	429	474
0	181	0	0	400	0	0	0	79	124
0	0	0	0	0	0	0	0	0	0
0	321	0	140	540	0	4	110	219	264
0	317	0	136	536	0	0	106	215	260
0	211	0	30	430	0	0	0	109	154
0	102	0	0	321	0	0	0	0	45
0	57	0	0	276	0	0	0	0	0

0	0	210	0	0	0	0	0	0	0
321	0	531	181	0	321	317	211	102	57
0	0	0	0	0	0	0	0	0	0
140	0	350	0	0	140	136	30	0	0
540	219	750	400	0	540	536	430	321	276
0	0	210	0	0	0	0	0	0	0
4	0	214	0	0	4	0	0	0	0
110	0	320	0	0	110	106	0	0	0
219	0	429	79	0	219	215	109	0	0
264	0	474	124	0	264	260	154	45	0

0	0	80	0	0	0	0	0	80	0
70	0	150	0	0	0	0	0	150	0
0	0	0	0	0	0	0	0	0	0
90	20	170	0	0	0	0	0	170	0
110	40	190	20	0	0	0	0	190	0
269	199	349	179	159	0	49	109	349	99
220	150	300	130	110	0	0	60	300	50
160	90	240	70	50	0	0	0	240	0
0	0	0	0	0	0	0	0	0	0
170	100	250	80	60	0	0	10	250	0

0	70	0	90	110	269	220	160	0	170
0	0	0	20	40	199	150	90	0	100
80	150	0	170	190	349	300	240	0	250
0	0	0	0	20	179	130	70	0	80
0	0	0	0	0	159	110	50	0	60
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	49	0	0	0	0
0	0	0	0	0	109	60	0	0	10
80	150	0	170	190	349	300	240	0	250
0	0	0	0	0	99	50	0	0	0
