1653 1313 1679 1385 1616 1646 1497 1511 1558 1707

60

50 74 49 69 53 51 61 60 57 47

8 19 51 22

4645

0	0	5	0	299	55	530	288	549	27
22	0	27	0	321	77	552	310	571	49
0	0	0	0	294	50	525	283	544	22
137	115	142	0	436	192	667	425	686	164
0	0	0	0	0	0	231	0	250	0
0	0	0	0	244	0	475	233	494	0
0	0	0	0	0	0	0	0	19	0
0	0	0	0	11	0	242	0	261	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	272	28	503	261	522	0

0	22	0	137	0	0	0	0	0	0
0	0	0	115	0	0	0	0	0	0
5	27	0	142	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
299	321	294	436	0	244	0	11	0	272
55	77	50	192	0	0	0	0	0	28
530	552	525	667	231	475	0	242	0	503
288	310	283	425	0	233	0	0	0	261
549	571	544	686	250	494	19	261	0	522
27	49	22	164	0	0	0	0	0	0

0	400	100	380	50	0	0	161	80	80
0	0	0	0	0	0	0	0	0	0
0	300	0	280	0	0	0	61	0	0
0	20	0	0	0	0	0	0	0	0
0	350	50	330	0	0	0	111	30	30
0	400	100	380	50	0	0	161	80	80
0	400	100	380	50	0	0	161	80	80
0	239	0	219	0	0	0	0	0	0
0	320	20	300	0	0	0	81	0	0
0	320	20	300	0	0	0	81	0	0

0	0	0	0	0	0	0	0	0	0
400	0	300	20	350	400	400	239	320	320
100	0	0	0	50	100	100	0	20	20
380	0	280	0	330	380	380	219	300	300
50	0	0	0	0	50	50	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
161	0	61	0	111	161	161	0	81	81
80	0	0	0	30	80	80	0	0	0
80	0	0	0	30	80	80	0	0	0
