1741 1751 1789 1696 1792 1796 1792 1106 1632 1762

60

91 89 84 97 84 83 83 179 106 88

8 19 51 22

5281

0	18	296	661	88	125	165	335	125	276
0	0	278	643	70	107	147	317	107	258
0	0	0	365	0	0	0	39	0	0
0	0	0	0	0	0	0	0	0	0
0	0	208	573	0	37	77	247	37	188
0	0	171	536	0	0	40	210	0	151
0	0	131	496	0	0	0	170	0	111
0	0	0	326	0	0	0	0	0	0
0	0	171	536	0	0	40	210	0	151
0	0	20	385	0	0	0	59	0	0

0	0	0	0	0	0	0	0	0	0
18	0	0	0	0	0	0	0	0	0
296	278	0	0	208	171	131	0	171	20
661	643	365	0	573	536	496	326	536	385
88	70	0	0	0	0	0	0	0	0
125	107	0	0	37	0	0	0	0	0
165	147	0	0	77	40	0	0	40	0
335	317	39	0	247	210	170	0	210	59
125	107	0	0	37	0	0	0	0	0
276	258	0	0	188	151	111	0	151	0

0	50	70	100	30	30	30	1230	400	130
0	0	20	50	0	0	0	1180	350	80
0	0	0	30	0	0	0	1160	330	60
0	0	0	0	0	0	0	1130	300	30
0	20	40	70	0	0	0	1200	370	100
0	20	40	70	0	0	0	1200	370	100
0	20	40	70	0	0	0	1200	370	100
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	830	0	0
0	0	0	0	0	0	0	1100	270	0

0	0	0	0	0	0	0	0	0	0
50	0	0	0	20	20	20	0	0	0
70	20	0	0	40	40	40	0	0	0
100	50	30	0	70	70	70	0	0	0
30	0	0	0	0	0	0	0	0	0
30	0	0	0	0	0	0	0	0	0
30	0	0	0	0	0	0	0	0	0
1230	1180	1160	1130	1200	1200	1200	0	830	1100
400	350	330	300	370	370	370	0	0	270
130	80	60	30	100	100	100	0	0	0
