1687 1686 1742 1780 1765 1767 1726 1767 1727 1281

60

92 92 85 80 82 81 87 82 87 145

8 19 51 22

5115

0	0	0	0	0	0	0	0	0	0
535	0	481	255	0	255	535	0	135	0
54	0	0	0	0	0	54	0	0	0
280	0	226	0	0	0	280	0	0	0
572	37	518	292	0	292	572	0	172	0
280	0	226	0	0	0	280	0	0	0
0	0	0	0	0	0	0	0	0	0
578	43	524	298	6	298	578	0	178	0
400	0	346	120	0	120	400	0	0	0
594	59	540	314	22	314	594	16	194	0

0	535	54	280	572	280	0	578	400	594
0	0	0	0	37	0	0	43	0	59
0	481	0	226	518	226	0	524	346	540
0	255	0	0	292	0	0	298	120	314
0	0	0	0	0	0	0	6	0	22
0	255	0	0	292	0	0	298	120	314
0	535	54	280	572	280	0	578	400	594
0	0	0	0	0	0	0	0	0	16
0	135	0	0	172	0	0	178	0	194
0	0	0	0	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	800
0	0	0	0	0	0	0	0	0	800
200	200	0	0	80	160	20	90	0	1000
200	200	0	0	80	160	20	90	0	1000
120	120	0	0	0	80	0	10	0	920
40	40	0	0	0	0	0	0	0	840
180	180	0	0	60	140	0	70	0	980
110	110	0	0	0	70	0	0	0	910
225	225	25	25	105	185	45	115	0	1025
0	0	0	0	0	0	0	0	0	0

0	0	200	200	120	40	180	110	225	0
0	0	200	200	120	40	180	110	225	0
0	0	0	0	0	0	0	0	25	0
0	0	0	0	0	0	0	0	25	0
0	0	80	80	0	0	60	0	105	0
0	0	160	160	80	0	140	70	185	0
0	0	20	20	0	0	0	0	45	0
0	0	90	90	10	0	70	0	115	0
0	0	0	0	0	0	0	0	0	0
800	800	1000	1000	920	840	980	910	1025	0
